index,headline,label,risk_category,risk_label
2426,Oasis (OAS) Stock Down 3% Despite Q1 Earnings & Sales Beat,Negative,MARKET_RISK,1
2427,Biogen Fails To Convince Benefits Of Alzheimer's Drug To European Regulator,Negative,COMPANY_RISK,2
2428,10 Cryptocurrencies Getting Crushed By The Current Market Crisis,Negative,MARKET_RISK,1
2429,Nielsen's Annual Marketing Report Uncovers Only 26% of Global Marketers Are Confident in Their Audience Data,Negative,MARKET_RISK,1
2430,Moodys Stock Falls as 2022 Earnings Guidance Is Slashed,Negative,COMPANY_RISK,2
2431,Are Oil Stocks Due For A Correction?,Negative,COMPANY_RISK,2
2432,Stag Industrial (STAG) Q4 FFO Miss Estimates,Negative,COMPANY_RISK,2
2433,UPDATE 3-DuPont flags slow sales volumes in Q2 as global supply chain issues bite,Negative,COMPANY_RISK,2
2434,Why Is FleetCor Technologies (FLT) Down 14% Since Last Earnings Report?,Negative,MARKET_RISK,1
2435,"Russia to Halt Bond Sales, Threatens Legal Action Over Default",Negative,COMPANY_RISK,2
2436,Medtronic (MDT) Stock Sinks As Market Gains: What You Should Know,Negative,MARKET_RISK,1
2437,"Here's Why Britain's Regulatory Watchdog Is After Visa, Mastercard",Negative,REGULATORY_RISK,3
2438,Hershey workers at Virginia plant vote against unionizing,Negative,COMPANY_RISK,2
2439,"US STOCKS-S&P 500 tumbles, on verge of confirming bear market",Negative,MARKET_RISK,1
2440,Top Tech Dealmaker Warns Chinas VC Winter Is Far From Over,Negative,COMPANY_RISK,2
2441,"INVESTIGATION ALERT: The Schall Law Firm Encourages Investors in Rollins, Inc. with Losses of $100,000 to Contact the Firm",Negative,COMPANY_RISK,2
2442,Netflix is slashing 300 more jobs,Negative,COMPANY_RISK,2
2443,"American Express (NYSE:AXP) sheds 7.4% this week, as yearly returns fall more in line with earnings growth",Negative,COMPANY_RISK,2
2444,"Stagflation, reflation, soft landing or a slump  what Wall Street expects in the second half of 2022",Negative,COMPANY_RISK,2
2445,First Salesforce and Now Microsoft Lower Guidance Because of a Strong U.S. Dollar,Negative,COMPANY_RISK,2
2446,Why Shares of PerkinElmer Dropped 14.4% in January,Negative,COMPANY_RISK,2
2447,How Best Buy Dodged the Retail Bullet,Negative,COMPANY_RISK,2
2448,Cummins says expects 'some impact' to business in Russia,Negative,COMPANY_RISK,2
2449,Housing: Racism and redlining has widened the homeownership gap,Negative,COMPANY_RISK,2
2450,"Electronic Arts (NASDAQ:EA) shareholders notch a 11% CAGR over 3 years, yet earnings have been shrinking",Negative,MARKET_RISK,1
2451,"Newmont stock extends pullback after profit misses expectations, as costs grow faster than sales",Negative,COMPANY_RISK,2
2452,"C.H. Robinson Worldwide (NASDAQ:CHRW) sheds 6.1% this week, as yearly returns fall more in line with earnings growth",Negative,MARKET_RISK,1
2453,Lockheed Martin (LMT) Stock Sinks As Market Gains: What You Should Know,Negative,MARKET_RISK,1
2454,Goldman Sachs downgrades Coinbase as crypto prices falls,Negative,MARKET_RISK,1
2455,PPL (PPL) Stock Sinks As Market Gains: What You Should Know,Negative,MARKET_RISK,1
2456,Estee Lauder's Catastrophic' Outlook Blamed on China Lockdowns,Negative,MARKET_RISK,1
2457,FDA bans Juul vape products and orders all current ones to be removed from market,Negative,REGULATORY_RISK,3
2458,VF Corp. earnings and revenue miss expectations,Negative,COMPANY_RISK,2
2459,Stock Market Extends Losses As EV And Oil Stocks Lead Declines; Rivian Plunges,Negative,MARKET_RISK,1
2460,Adani Shares Hit by Selloff in the Wake of MSCI Index Review,Negative,MARKET_RISK,1
2461,United Airlines CEO Scott Kirby on ultra-low-cost carriers: a business model that is in trouble,Negative,COMPANY_RISK,2
2462,Iovance (IOVA) Down After Announcing Data From Melanoma Study,Negative,MARKET_RISK,1
2463,Union Pacific (UNP) Stock Moves -0.62%: What You Should Know,Negative,COMPANY_RISK,2
2464,Fed hikes interest rates with more to come,Negative,COMPANY_RISK,2
2465,Bearish Bets: 3 Nasdaq Stocks You Should Consider Shorting This Week,Negative,MARKET_RISK,1
2466,Invesco Canada announces cash distributions for its Canadian-listed ETFs,Negative,COMPANY_RISK,2
2467,"S&P 500 Turns Negative as Bid in Financials, Tech Fades",Negative,COMPANY_RISK,2
2468,Earnings Preview: Xylem (XYL) Q3 Earnings Expected to Decline,Negative,COMPANY_RISK,2
2469,Sun Life Financial (SLF) Q1 Earnings Decrease Year Over Year,Negative,COMPANY_RISK,2
2470,"Dow Jones Futures: S&P 500 Flirts With Bear Market As Apple Breaks, Tesla Tested; These Stocks Rally",Negative,MARKET_RISK,1
2471,Evercore ISI Downgrades This Used-Vehicle Retailer - Read Why,Negative,MARKET_RISK,1
2472,"Kinloch Capital, LLC Buys Vanguard Consumer Discretionary ETF, Clorox Co, JPMorgan Ultra-Short ...",Negative,COMPANY_RISK,2
2473,"Wynn Resorts (WYNN) Reports Q1 Loss, Misses Revenue Estimates",Negative,COMPANY_RISK,2
2474,Gilead Sciences (GILD) Stock Moves -1.15%: What You Should Know,Negative,COMPANY_RISK,2
2475,Analysts Estimate Masco (MAS) to Report a Decline in Earnings: What to Look Out for,Negative,COMPANY_RISK,2
2476,"Yen Slides to Two-Decade Low, Reigniting Focus on Intervention",Negative,COMPANY_RISK,2
2477,Capital One (COF) Stock Sinks As Market Gains: What You Should Know,Negative,MARKET_RISK,1
2478,Returns At Teleflex (NYSE:TFX) Appear To Be Weighed Down,Negative,MARKET_RISK,1
2479,Why First Republic Bank Stock Fell 15.9% in January,Negative,REGULATORY_RISK,3
2480,McKesson (MCK) Stock Moves -0.95%: What You Should Know,Negative,COMPANY_RISK,2
2481,Will ETFs Suffer as US Homebuilder Confidence Dips in June?,Negative,COMPANY_RISK,2
2482,Bidens decision to expand drilling leases is alienating everyone,Negative,COMPANY_RISK,2
2483,Should You Buy the Dow Jones' 3 Worst Performing 2022 Stocks?,Negative,MARKET_RISK,1
2484,International Flavors (IFF) Down 11.1% Since Last Earnings Report: Can It Rebound?,Negative,MARKET_RISK,1
2485,Bidders lowering offers for possible Kohl's deal: Reuters,Negative,COMPANY_RISK,2
2486,Colorado energy companys stock falters despite Japan Airlines deal,Negative,COMPANY_RISK,2
2487,Cathie Wood is Selling Tesla and 9 Other Stocks,Negative,COMPANY_RISK,2
2488,Martin Marietta Declares Quarterly Cash Dividend,Negative,COMPANY_RISK,2
2489,Huntington Bancshares CEO Sees Resiliency in Face of Inflation,Negative,REGULATORY_RISK,3
2490,Arista Networks Stock Nears Buy Zone With EPS Due,Negative,COMPANY_RISK,2
2491,A.O. Smith (AOS) Stock Moves -1.67%: What You Should Know,Negative,COMPANY_RISK,2
2492,"Short-seller Spruce Point Capital rips Stryker in new attack, says stock could crash up to 70%",Negative,MARKET_RISK,1
2493,Earnings Preview: Snap-On (SNA) Q4 Earnings Expected to Decline,Negative,COMPANY_RISK,2
2494,BlackRock (BLK) Stock Sinks As Market Gains: What You Should Know,Negative,MARKET_RISK,1
2495,Estée Lauder Cos. executive John Demsey fired over 'racist meme' Instagram post,Negative,COMPANY_RISK,2
2496,Stock Market Plunges As Investors Digest Fed News; Techs Lead Decline,Negative,MARKET_RISK,1
2497,New Inflation Data Hammered the Dow Friday,Negative,MARKET_RISK,1
2498,"Midday Stock Movers: Chinese E-Commerce, Unilever, Marathon Oil",Negative,COMPANY_RISK,2
2499,Intel freezes hiring after confirming 500-person Atlanta expansion,Negative,COMPANY_RISK,2
2500,The Funded: Robinhood's market cap has plunged 67%. Startup valuations may be next to get cut.,Negative,MARKET_RISK,1
2501,"Down 14.3% in 4 Weeks, Here's Why Seagate (STX) Looks Ripe for a Turnaround",Negative,MARKET_RISK,1
2502,GE and Boeing Stock Trades Might Be Signs of Market Capitulation,Negative,MARKET_RISK,1
2503,"Activision Blizzard, Inc (ATVI) Stock Moves -1.88%: What You Should Know",Negative,COMPANY_RISK,2
2504,"Sherwin-Williams (SHW) Q4 Earnings Miss Estimates, Sales Meet",Negative,COMPANY_RISK,2
2505,LyondellBasell (LYB) Misses Q4 Earnings Estimates,Negative,COMPANY_RISK,2
2506,"T. ROWE PRICE EXPLORES PATH TO NET ZERO, THE DIVERGENCE OF ENVIRONMENTAL, SUSTAINABILITY AND GOVERNANCE RATINGS, AND THE POTENTIAL CONFLICTS BETWEEN CORPORATE VALUES AND POLITICAL LOBBYING",Negative,COMPANY_RISK,2
2507,Hedge Funds Are Selling CMS Energy Corporation (CMS),Negative,COMPANY_RISK,2
2508,"Comerica (CMA) Q4 Earnings Beat Estimates, Revenues Fall",Negative,COMPANY_RISK,2
2509,A Reduced Payout Could Be Coming for These High-Yield Dividend Stocks,Negative,COMPANY_RISK,2
2510,Analysts Estimate Conagra Brands (CAG) to Report a Decline in Earnings: What to Look Out for,Negative,COMPANY_RISK,2
2511,"Realtor.com® March Housing Report: Home Prices Hit $405,000 For the First Time Ever",Negative,COMPANY_RISK,2
2512,Boots owner WBA pulls £5bn sale of UK pharmacy chain,Negative,COMPANY_RISK,2
2513,Quanta Services Inc (PWR) Fell Out Of Favor With Hedge Funds,Negative,COMPANY_RISK,2
2514,Airline stocks decline as inflation converges with summer travel boom,Negative,MARKET_RISK,1
2515,"Dow Jones Futures: Market Rally Divided As Bond Yields Spike; GM, Ford Soar As Tesla Retreats",Negative,MARKET_RISK,1
2516,Why Arista Networks Stock Was Falling Today,Negative,COMPANY_RISK,2
2517,Howmet (HWM) Tops Q3 Earnings Estimates,Negative,COMPANY_RISK,2
2518,UPDATE 2-Under Armour CEO Frisk to step down,Negative,MARKET_RISK,1
2519,"HP stock downgraded by Deutsche Bank, price target lowered amid supply challenges",Negative,REGULATORY_RISK,3
2520,Longtime American Airlines executive to step down from role,Negative,MARKET_RISK,1
2521,JPMorgan Lays Off Home Lending Workers as Rate Spike Hits Demand,Negative,COMPANY_RISK,2
2522,"Allegion (ALLE) Faces Supply Chain & Other Woes, Lowers View",Negative,COMPANY_RISK,2
2523,Why Is F5 (FFIV) Down 3.9% Since Last Earnings Report?,Negative,MARKET_RISK,1
2524,Core PCE Inflation at a 40-Year High in March,Negative,MARKET_RISK,1
2525,The Pandemic PC Boom Is Over: That's Bad News for HP,Negative,COMPANY_RISK,2
2526,IBM (IBM) Stock Moves -0.79%: What You Should Know,Negative,COMPANY_RISK,2
2527,Paccar (PCAR) Q3 Earnings Miss Estimates,Negative,COMPANY_RISK,2
2528,3M expects $300 million revenue hit from China COVID lockdowns,Negative,MARKET_RISK,1
2529,Is Howmet Aerospace Inc. (HWM) A Good Stock To Buy?,Negative,COMPANY_RISK,2
2530,Calvin Klein-Owner PVH Falls as Analysts Cut Price Targets,Negative,COMPANY_RISK,2
2531,Here's Why We're Wary Of Buying WEC Energy Group's (NYSE:WEC) For Its Upcoming Dividend,Negative,COMPANY_RISK,2
2532,"Down 7.1% in 4 Weeks, Here's Why TE Connectivity (TEL) Looks Ripe for a Turnaround",Negative,MARKET_RISK,1
2533,3 Stocks Affected by the Decline in Crypto,Negative,COMPANY_RISK,2
2534,What's Going On With Kohl's Shares Today,Negative,COMPANY_RISK,2
2535,"Stryker Posts Mixed Bag Q4 Earnings, Issues FY22 Guidance Below Consensus",Negative,COMPANY_RISK,2
2536,The Obstacles to a Digital Dollar Coin Are Bigger Than You Think,Negative,COMPANY_RISK,2
2537,"Down 24% In 1 Month, This Dirt Cheap Dividend Stock Looks Like a Great Value",Negative,MARKET_RISK,1
2538,Energy executives at transition conference still lean on fossil fuels,Negative,COMPANY_RISK,2
2539,"BlackBerry (BB) Swings to Loss in Q3, Revenues Decline Y/Y",Negative,COMPANY_RISK,2
2540,Freeport-McMoRan Slumps: Time to Buy?,Negative,COMPANY_RISK,2
2541,The 5 Worst Energy Stocks of 2020,Negative,COMPANY_RISK,2
2542,JPMorgan starts cutting jobs in mortgage unit as homebuying demand cools,Negative,COMPANY_RISK,2
2543,Western Digital (WDC) Stock Sinks As Market Gains: What You Should Know,Negative,MARKET_RISK,1
2544,TJX Cos. Is Ignoring the Market's Downdraft,Negative,MARKET_RISK,1
2545,Goldman Sachs Sees Losses From Consumer Push Exceeding $1.2 Billion This Year,Negative,COMPANY_RISK,2
2546,Why AutoZone Shares Are Trading Higher Today,Negative,COMPANY_RISK,2
2547,Why Is CDW (CDW) Down 7.2% Since Last Earnings Report?,Negative,MARKET_RISK,1
2548,Hedge Funds Are Dumping Celanese Corporation (CE),Negative,COMPANY_RISK,2
2549,Stock Market Near Session Highs In Afternoon Trade; Job Openings Signal Tight Job Market,Negative,MARKET_RISK,1
2550,"Midday Stock Movers: Sea Ltd, Citigroup, United Airlines",Negative,COMPANY_RISK,2
2551,Regeneron (REGN) Down 1.4% Since Last Earnings Report: Can It Rebound?,Negative,MARKET_RISK,1
2552,Under Armour CEO Frisk to step down,Negative,MARKET_RISK,1
2553,Texas Instruments Stock Is Tanking. Guidance Fell Short.,Negative,COMPANY_RISK,2
2554,Who Is Elon Musk? What Are His Businesses?,Negative,COMPANY_RISK,2
2555,A Yield on Yield Options Play for a Tough Market,Negative,MARKET_RISK,1
2556,Why Kohl's Stock Dived Again on Friday,Negative,COMPANY_RISK,2
2557,Analysts Cut Trane Technologies Price Target Post Q4 Results,Negative,COMPANY_RISK,2
2558,"Tech stocks hit lows after pandemic peak, Amazon and Apple among biggest laggards",Negative,COMPANY_RISK,2
2559,Analysts Estimate Huntington Ingalls (HII) to Report a Decline in Earnings: What to Look Out for,Negative,COMPANY_RISK,2
2560,Analysts Estimate Avery Dennison (AVY) to Report a Decline in Earnings: What to Look Out for,Negative,COMPANY_RISK,2
2561,"Travel: 'We don't have enough pilots,' analyst explains amid cancellation mayhem",Negative,COMPANY_RISK,2
2562,Nutanix stock dives more than 30% after earnings include poor forecast,Negative,COMPANY_RISK,2
2563,Beware of These 4 Toxic Stocks Amid Market Uncertainty,Negative,MARKET_RISK,1
2564,Kensington Park condo up for collective sale with S$1.28 billion guide price,Negative,COMPANY_RISK,2
2565,Earnings Preview: PSEG (PEG) Q1 Earnings Expected to Decline,Negative,COMPANY_RISK,2
2566,Stanley Black & Decker shutting down Russian business,Negative,MARKET_RISK,1
2567,Heres Why ClearBridge Exited its Trane Technologies (TT) Stake,Negative,COMPANY_RISK,2
2568,Why stocks are plummeting this earnings season,Negative,COMPANY_RISK,2
2569,Kohls earnings miss echoes Targets warning on inflation,Negative,MARKET_RISK,1
2570,Hedge Funds Are Dumping Globe Life Inc. (GL),Negative,COMPANY_RISK,2
2571,Eversource's (ES) Q4 Earnings and Revenues Miss Estimates,Negative,COMPANY_RISK,2
2572,Eastman Chemical (EMN) Q1 Earnings Miss Estimates,Negative,COMPANY_RISK,2
2573,Raymond James CEO: Earnings miss the result of good things,Negative,COMPANY_RISK,2
2574,"Boeing, Nielsen, Disney Fall Premarket; Alleghany, Anaplan Soar",Negative,MARKET_RISK,1
2575,CORRECTED-(OFFICIAL)-UPDATE 3-Auto manufacturers scramble as Shanghai locks down,Negative,MARKET_RISK,1
2576,HPE Stock Slides After Q2 Earnings Miss As Supply Chains Disruptions Mute Sales,Negative,COMPANY_RISK,2
2577,"Dentsply Sirona stock tumbles after CEO terminated, downbeat earnings outlook",Negative,MARKET_RISK,1
2578,Why Not Every Break Of Support Is A Sell Signal,Negative,COMPANY_RISK,2
2579,Marriott to suspend Russia operations after recent restrictions made it 'impossible' to operate in the market,Negative,MARKET_RISK,1
2580,What gives? NC retailers see big spike in price scanning errors,Negative,COMPANY_RISK,2
2581,"CMS Energy's Utility Subsidiary, Consumers Energy, Declares Quarterly Dividend on Preferred Stock",Negative,COMPANY_RISK,2
2582,Kimberly-Clark announces transition at CFO,Negative,COMPANY_RISK,2
2583,BlackRock (BLK) Dips More Than Broader Markets: What You Should Know,Negative,MARKET_RISK,1
2584,Halliburton (HAL) Down 9.1% Since Last Earnings Report: Can It Rebound?,Negative,MARKET_RISK,1
2585,Raymond James Cuts Delta Air Lines Price Target By ~6%,Negative,COMPANY_RISK,2
2586,Biogen Inc. (BIIB) Down 4.8% Since Last Earnings Report: Can It Rebound?,Negative,MARKET_RISK,1
2587,"Earnings Preview: Intuitive Surgical, Inc. (ISRG) Q1 Earnings Expected to Decline",Negative,COMPANY_RISK,2
2588,Kroger (KR) Stock Sinks As Market Gains: What You Should Know,Negative,MARKET_RISK,1
2589,"All the Dow's stocks are falling, led by Salesforce and Walt Disney",Negative,MARKET_RISK,1
2590,Analysts Slash Price Target On This Clothing Company - Read Why,Negative,COMPANY_RISK,2
2591,Unum (UNM) Down 14.7% Since Last Earnings Report: Can It Rebound?,Negative,MARKET_RISK,1
2592,"Target's (TGT) Q1 Earnings Miss Estimates, Margins Hit Hard",Negative,COMPANY_RISK,2
2593,Why Nvidia Stock Was Dropping on Monday,Negative,COMPANY_RISK,2
2594,Nielsen Investor Windacre Says Stock Could Be Worth $80 a Share in 2025,Negative,COMPANY_RISK,2
2595,"Dentsply Sirona's Q1 Earnings Miss Street Expectations, Cuts FY22 Guidance",Negative,COMPANY_RISK,2
2596,Why Is ADP (ADP) Down 5% Since Last Earnings Report?,Negative,MARKET_RISK,1
2597,Analysts Slash Price Target On This Pizza Restaurant Chain,Negative,COMPANY_RISK,2
2598,Conagra warns inflation will take bigger bite out of margins,Negative,MARKET_RISK,1
2599,This Chain Is Struggling So Much With Delivery It's Paying Customers To Pick Up Their Orders,Negative,COMPANY_RISK,2
2600,Flowserve (FLS) Misses Q2 Earnings Estimates,Negative,COMPANY_RISK,2
2601,New Strong Sell Stocks for June 27th,Negative,COMPANY_RISK,2
2602,Wynn Resorts (WYNN) Stock Sinks As Market Gains: What You Should Know,Negative,MARKET_RISK,1
2603,Dow Jones Futures Rise But Market Awaits Supersize Fed Rate Hike,Negative,MARKET_RISK,1
2604,Family First and MetLife Legal Plans Join Forces to Take on Caregiver Burnout,Negative,COMPANY_RISK,2
2605,Why Is Fifth Third Bancorp (FITB) Down 11.4% Since Last Earnings Report?,Negative,REGULATORY_RISK,3
2606,MarketAxess Plunges After Total Credit Monthly ADV Falls 3%,Negative,MARKET_RISK,1
2607,"Templeton Global Income Fund (""GIM"" or the ""Fund"") Announces Distribution",Negative,COMPANY_RISK,2
2608,"AZUL's Q1 Loss Narrower Than Expected, Revenues Miss Mark",Negative,COMPANY_RISK,2
2609,Xcel Energy proposes new natural gas rate hike in Colorado with winter bills already soaring,Negative,COMPANY_RISK,2
2610,T. ROWE PRICE MARKS FIRM'S 85TH ANNIVERSARY WITH GROUNDBREAKING OF ITS NEW GLOBAL HEADQUARTERS IN BALTIMORE'S HARBOR POINT,Negative,COMPANY_RISK,2
2611,UPDATE 1-BNY Mellon's Irish funds arm fined 10.8 mln euros for regulatory breaches,Negative,REGULATORY_RISK,3
2612,"Market check: Stocks pare gains, oil rises",Negative,MARKET_RISK,1
2613,"Credit Suisse Dips on Trading View, Gains on State Street Claims",Negative,COMPANY_RISK,2
2614,SEC Fines BNY Mellon Over ESG Claims,Negative,COMPANY_RISK,2
2615,Newmont Earnings Miss Despite Higher Gold Prices. The Stock Is Dropping.,Negative,COMPANY_RISK,2
2616,Unifi (UFI) Q3 Earnings Miss Estimates,Negative,COMPANY_RISK,2
2617,"Stitch Fix (SFIX) Reports Q3 Loss, Tops Revenue Estimates",Negative,COMPANY_RISK,2
2618,Schwab Q2 Trader Sentiment Survey: More Than Half of Traders Say the Market is Due for a Significant Correction in the Second Quarter,Negative,MARKET_RISK,1
2619,Nike/China: consumer market is yet to fully open,Negative,MARKET_RISK,1
2620,"Amgen says IRS seeks billions in back taxes, shares fall 4%",Negative,COMPANY_RISK,2
2621,Here's what's in the 'Jack Harlow Meal' at KFC,Negative,COMPANY_RISK,2
2622,Here are the Louisville bank branches that closed in the first quarter,Negative,REGULATORY_RISK,3
2623,Kelloggs CFO Faces Challenge of Splitting Balance Sheet Three Ways,Negative,COMPANY_RISK,2
2624,"Walgreens Drops Plans to Shed Boots, No7 Beauty After Bids Fall Short",Negative,COMPANY_RISK,2
2625,Earnings Preview: Principal Financial (PFG) Q1 Earnings Expected to Decline,Negative,COMPANY_RISK,2
2626,"Labor Shortages, Inflation, and Sustainability Issues Will Challenge MRO Recovery According to Oliver Wyman",Negative,MARKET_RISK,1
2627,UPDATE 4-Abbott halts EleCare output from plant at center of baby formula shortage,Negative,COMPANY_RISK,2
2628,Do LKQ's (NASDAQ:LKQ) Earnings Warrant Your Attention?,Negative,MARKET_RISK,1
2629,"MGIC Investment (MTG) Q1 Earnings Top, Revenues Fall Y/Y",Negative,COMPANY_RISK,2
2630,New Strong Sell Stocks for February 8th,Negative,COMPANY_RISK,2
2631,"Dow Jones Futures: What To Do After Monday's Stock Market Plunge; Fed Meeting, Key Inflation Report Next",Negative,MARKET_RISK,1
2632,"Down 8% in 4 Weeks, Here's Why ADM (ADM) Looks Ripe for a Turnaround",Negative,MARKET_RISK,1
2633,Truist reports first quarter 2022 results,Negative,COMPANY_RISK,2
2634,CBRE Group (CBRE) Dips More Than Broader Markets: What You Should Know,Negative,MARKET_RISK,1
2635,"Henri Nearly a Hurricane, Aims for Long Island, New England",Negative,COMPANY_RISK,2
2636,Discover Financial (DFS) Suspends Pursuing Russia Payments Market,Negative,MARKET_RISK,1
2637,Micron Stock Is Downgraded. It Has Too Much Exposure to Consumer Markets.,Negative,MARKET_RISK,1
2638,RH Slides After Second Forecast Cut in Weeks on Sour Economy,Negative,COMPANY_RISK,2
2639,Equity Residential (EQR) Q1 FFO and Revenues Miss Estimates,Negative,COMPANY_RISK,2
2640,Why Is Clorox Stock at Its 52-Week Low While Procter & Gamble Stock Is Near Its 52-Week High?,Negative,COMPANY_RISK,2
2641,Why Is Steris (STE) Down 3.7% Since Last Earnings Report?,Negative,MARKET_RISK,1
2642,"Akoustis (AKTS) Reports Q3 Loss, Lags Revenue Estimates",Negative,COMPANY_RISK,2
2643,Retail sales crater a record 16.4% in April amid coronavirus lockdowns and spending slump,Negative,MARKET_RISK,1
2644,Edwards Lifesciences (EW) Stock Moves -1.18%: What You Should Know,Negative,COMPANY_RISK,2
2645,Don't Count On CAT Stock Having Nine Lives,Negative,COMPANY_RISK,2
2646,Top 5 Highest Priced Stocks In America,Negative,COMPANY_RISK,2
2647,"McCormick sees sales, profits decline in wake of Covid restrictions, supply chain issues",Negative,COMPANY_RISK,2
2648,Why Is MetLife (MET) Down 0.7% Since Last Earnings Report?,Negative,MARKET_RISK,1
2649,Netflix (NFLX) Continues to Fire Employees to Cut Costs,Negative,COMPANY_RISK,2
2650,Heinz Has a New Product That's Either Brilliant Or Really Dumb,Negative,COMPANY_RISK,2
2651,"Shareholders in Apartment Income REIT (NYSE:AIRC) have lost 9.7%, as stock drops 5.3% this past week",Negative,COMPANY_RISK,2
2652,China Tech Rally Sends Insiders Rushing for Exits: Tech Watch,Negative,COMPANY_RISK,2
2653,SOLD: Iconic Arevalo Alamo office building in downtown San Antonio,Negative,MARKET_RISK,1
2654,Amazon to allow Prime users to unsubscribe in two clicks after EU complaints,Negative,COMPANY_RISK,2
2655,"Midday Stock Movers: Netflix, Lululemon, IBM",Negative,COMPANY_RISK,2
2656,New Strong Sell Stocks for June 28th,Negative,COMPANY_RISK,2
2657,UPDATE 1-Delta Air Lines CEO apologizes for flight disruptions,Negative,COMPANY_RISK,2
2658,Anthem's Long-Term Uptrend Is Losing Its Vigor,Negative,COMPANY_RISK,2
2659,Seagate (STX) Misses Q3 Earnings Estimates,Negative,COMPANY_RISK,2
2660,Philip Morris (PM) Stock Moves -0.26%: What You Should Know,Negative,COMPANY_RISK,2
2661,"Boston Properties (NYSE:BXP) shareholders have lost 2.7% over 3 years, earnings decline likely the culprit",Negative,COMPANY_RISK,2
2662,What Is Going on With PayPal's Stock?,Negative,COMPANY_RISK,2
2663,Fried circuits at the bitcoin miners,Negative,COMPANY_RISK,2
2664,TE Connectivity (TEL) Down 1.7% Since Last Earnings Report: Can It Rebound?,Negative,MARKET_RISK,1
2665,National Oilwell Varco (NOV) Reports Q4 Loss,Negative,COMPANY_RISK,2
2666,"FedEx (FDX) Sets Targets for Fiscal 2025, Stock Down 2.6%",Negative,MARKET_RISK,1
2667,"Danaher (DHR) Tops on Q4 Earnings, Suffers From Cost Woes",Negative,COMPANY_RISK,2
2668,"Rates Shock Puts The Global Economy On A Slower Path, Says Report",Negative,COMPANY_RISK,2
2669,"Down 9.6% in 4 Weeks, Here's Why You Should You Buy the Dip in Eversource (ES)",Negative,MARKET_RISK,1
2670,Xerox CEO Visentin passes away,Negative,COMPANY_RISK,2
2671,Why American Eagle Outfitters Is Tumbling Today,Negative,COMPANY_RISK,2
2672,Will Constellation Brands Disappoint Investors on Thursday?,Negative,COMPANY_RISK,2
2673,Carnival Stock Slumps as Morgan Stanley Contemplates Dire Bear Case,Negative,COMPANY_RISK,2
2674,Hanesbrands says it suffered a ransomware attack on May 24 and has informed law enforcement,Negative,COMPANY_RISK,2
2675,Drew Barrymore wants a bite of the 'chicken sandwich phenomenon' but without the chicken,Negative,COMPANY_RISK,2
2676,Cathie Wood Is Selling These 10 Stocks in 2022,Negative,COMPANY_RISK,2
2677,CarMax (KMX) Stock Moves -0.67%: What You Should Know,Negative,COMPANY_RISK,2
2678,Why Is Broadridge Financial (BR) Down 3.1% Since Last Earnings Report?,Negative,MARKET_RISK,1
2679,Expeditors International (EXPD) Down 2.7% Since Last Earnings Report: Can It Rebound?,Negative,MARKET_RISK,1
2680,"MicroStrategy (MSTR) Reports Q1 Loss, Misses Revenue Estimates",Negative,COMPANY_RISK,2
2681,Earnings Miss: Eastman Chemical Company Missed EPS By 14% And Analysts Are Revising Their Forecasts,Negative,COMPANY_RISK,2
2682,Micron gets rare 'underweight' rating as PC demand slows,Negative,COMPANY_RISK,2
2683,Midtown music venue Holy Diver shutters,Negative,COMPANY_RISK,2
2684,"Baby formula shortage: Manufacturers, FDA testify before Congress",Negative,COMPANY_RISK,2
2685,"ResMed (RMD) Q1 Earnings Top Estimates, Margins Decline",Negative,COMPANY_RISK,2
2686,"Overdraft fees used to be revenue, now that's a growing concern for more banks",Negative,REGULATORY_RISK,3
2687,CHIPOTLE TESTS MEXICAN CAULIFLOWER RICE,Negative,COMPANY_RISK,2
2688,Hayden Capital: McKesson (MCK)s Stock is Inexpensive,Negative,COMPANY_RISK,2
2689,"UPDATE 3-Newmont flags Omicron hit to output, Q4 profit drops more than a quarter",Negative,COMPANY_RISK,2
2690,Kohl's says Franchise Group takeover talks have ended without a deal,Negative,COMPANY_RISK,2
2691,General Electric (GE) Dips More Than Broader Markets: What You Should Know,Negative,MARKET_RISK,1
2692,General Mills (GIS) Stock Sinks As Market Gains: What You Should Know,Negative,MARKET_RISK,1
2693,Why Canopy Growth Stock Is Tanking Today,Negative,COMPANY_RISK,2
2694,UPDATE 3-Russia fines foreign firms for alleged data storage violations,Negative,COMPANY_RISK,2
2695,Michael Burry Is Selling These 5 Stocks,Negative,COMPANY_RISK,2
2696,Dow Jones Dives On Hot Inflation Report; DocuSign Plunges 23% On Earnings,Negative,MARKET_RISK,1
2697,Should You Now Sell Your CDW Position?,Negative,COMPANY_RISK,2
2698,"Ollie's Bargain (OLLI) Q1 Earnings Miss, Comps Decline Y/Y",Negative,COMPANY_RISK,2
2699,Phillips 66 (PSX) Dips More Than Broader Markets: What You Should Know,Negative,MARKET_RISK,1
2700,Paccar (PCAR) Down 1% Since Last Earnings Report: Can It Rebound?,Negative,MARKET_RISK,1
2701,Tunisian Ruler Makes Latest Power Gambit as Economy Crumbles,Negative,COMPANY_RISK,2
2702,Devon Energy Corporation (NYSE:DVN) Analysts Just Slashed This Year's Revenue Estimates By 11%,Negative,COMPANY_RISK,2
2703,Intel delays for $20 billion Ohio factory amid stalled CHIPS Act,Negative,COMPANY_RISK,2
2704,Healthcare Realty (HR) Lags Q1 FFO Estimates,Negative,COMPANY_RISK,2
